Loss$,Group,CnaeSession,Uf,FundationDate,Equity,RefYearMonth,,,,
"500,00",G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",MS,1991,1000000,201708,,,,
0,G3,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RR,1998,5320000,201711,,,,
0,G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AL,1998,1000000,201711,,,,
0,G1,ELETRICIDADE E GÁS,AL,2010,15320000,201711,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RO,1998,500000,201709,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MA,1998,5320000,201711,,,,
0,G2,CONSTRUÇÃO,MT,1998,5320000,201709,,,,
"1,000,00",G4,INDÚSTRIAS DE TRANSFORMAÇÃO,MG,1998,2320000,201803,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RS,1991,2320000,201801,,,,
"1,000,00",G4,OUTRAS ATIVIDADES DE SERVIÇOS,DF,1998,5320000,201712,,,,
"500,00",G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,1990,2320000,201710,,,,
0,G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",GO,2001,5320000,201803,,,,
"1,000,00",G5,EDUCAÇÃO,AM,1993,5320000,201806,,,,
"2,000,00",G1,INFORMAÇÃO E COMUNICAÇÃO,AC,1998,7320000,201805,,,,
"10,000,00",G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SC,1997,5320000,201707,,,,
"500,00",G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",ES,2001,2320000,201806,,,,
"20,000,00",G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PI,1998,1000000,201712,,,,
"1,000,00",G4,ELETRICIDADE E GÁS,SP,1996,2320000,201803,,,,
"2,000,00",G4,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SE,1998,2320000,201802,,,,
0,G2,EDUCAÇÃO,RR,1996,1500000,201806,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,SC,1992,2320000,201802,,,,
0,G1,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",ES,1987,500000,201707,,,,
0,G5,EDUCAÇÃO,SE,2015,5320000,201806,,,,
"1,000,00",G5,CONSTRUÇÃO,MG,2015,15320000,201803,,,,
"500,00",G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",PE,1996,7320000,201710,,,,
"1,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AC,1990,500000,201707,,,,
0,G3,SERVIÇOS DOMÉSTICOS,MS,1996,1000000,201803,,,,
0,G2,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SC,1996,500000,201804,,,,
"20,000,00",G1,SERVIÇOS DOMÉSTICOS,PA,2016,2320000,201707,,,,
0,G5,EDUCAÇÃO,MA,1998,15320000,201806,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MT,1987,1500000,201712,,,,
"10,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PB,1987,5320000,201805,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,SP,2015,1500000,201802,,,,
0,G1,ELETRICIDADE E GÁS,RN,1987,1500000,201803,,,,
0,G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",RJ,1998,2320000,201802,,,,
0,G4,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PR,2001,5320000,201707,,,,
0,G5,SERVIÇOS DOMÉSTICOS,RS,1987,15320000,201806,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,PI,1996,5320000,201805,,,,
0,G1,CONSTRUÇÃO,PB,2016,5320000,201712,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MT,1992,500000,201712,,,,
0,G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PI,2015,1000000,201707,,,,
0,G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",AC,1998,1000000,201804,,,,
0,G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",GO,1996,1000000,201802,,,,
0,G4,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",PI,1998,500000,201706,,,,
"2,000,00",G2,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AP,1998,7320000,201707,,,,
"10,000,00",G2,ATIVIDADES IMOBILIÁRIAS,MS,1998,1000000,201805,,,,
"1,000,00",G4,ATIVIDADES IMOBILIÁRIAS,RO,1998,1000000,201708,,,,
0,G4,CONSTRUÇÃO,PE,1991,5320000,201708,,,,
"2,000,00",G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AP,1998,500000,201710,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,PE,1998,7320000,201710,,,,
"10,000,00",G1,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",CE,1996,15320000,201803,,,,
0,G4,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PA,1991,500000,201706,,,,
0,G3,INDÚSTRIAS EXTRATIVAS,BA,1993,5320000,201712,,,,
0,G4,SERVIÇOS DOMÉSTICOS,DF,1998,7320000,201711,,,,
0,G4,INDÚSTRIAS EXTRATIVAS,MA,1993,2320000,201708,,,,
"2,000,00",G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MS,1992,7320000,201805,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",DF,1998,2320000,201805,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,GO,1997,500000,201806,,,,
0,G1,INDÚSTRIAS EXTRATIVAS,SE,2010,1500000,201802,,,,
0,G2,CONSTRUÇÃO,AP,1998,1000000,201712,,,,
"10,000,00",G1,ATIVIDADES IMOBILIÁRIAS,PA,2001,7320000,201706,,,,
"1,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",PI,2001,7320000,201805,,,,
"2,000,00",G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PA,1998,1500000,201709,,,,
0,G5,EDUCAÇÃO,SP,2015,1000000,201802,,,,
"20,000,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,PE,1990,5320000,201706,,,,
"2,000,00",G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",DF,1997,1500000,201706,,,,
"20,000,00",G5,INFORMAÇÃO E COMUNICAÇÃO,RS,1998,15320000,201711,,,,
"1,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",PI,1990,2320000,201801,,,,
0,G3,EDUCAÇÃO,PI,1998,1000000,201712,,,,
"20,000,00",G4,ATIVIDADES IMOBILIÁRIAS,RO,1998,2320000,201802,,,,
0,G5,SERVIÇOS DOMÉSTICOS,RS,2001,2320000,201710,,,,
0,G2,ELETRICIDADE E GÁS,BA,1998,2320000,201709,,,,
0,G5,CONSTRUÇÃO,SP,1998,500000,201806,,,,
0,G4,OUTRAS ATIVIDADES DE SERVIÇOS,BA,1998,500000,201707,,,,
0,G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MG,1998,2320000,201709,,,,
0,G2,SERVIÇOS DOMÉSTICOS,BA,2010,2320000,201711,,,,
"1,000,00",G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",BA,1998,5320000,201803,,,,
0,G2,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AM,1998,5320000,201802,,,,
0,G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MA,1998,5320000,201801,,,,
0,G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",SE,2015,500000,201806,,,,
0,G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AM,2015,1500000,201801,,,,
0,G4,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",TO,1993,1000000,201710,,,,
"1,000,00",G3,OUTRAS ATIVIDADES DE SERVIÇOS,RJ,1998,7320000,201706,,,,
0,G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AC,1998,2320000,201802,,,,
"500,00",G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RN,1987,500000,201708,,,,
0,G5,INFORMAÇÃO E COMUNICAÇÃO,RJ,1998,5320000,201707,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,CE,1996,2320000,201712,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,PB,1996,500000,201803,,,,
0,G3,ELETRICIDADE E GÁS,RN,1990,1500000,201711,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MT,2010,2320000,201709,,,,
0,G2,ALOJAMENTO E ALIMENTAÇÃO,AP,1998,2320000,201708,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,SE,1997,5320000,201802,,,,
"2,000,00",G3,INDÚSTRIAS EXTRATIVAS,AP,1998,5320000,201707,,,,
"2,000,00",G1,SERVIÇOS DOMÉSTICOS,AM,1998,1000000,201712,,,,
"500,00",G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",TO,1992,2320000,201710,,,,
"2,000,00",G1,INDÚSTRIAS EXTRATIVAS,RR,1990,15320000,201805,,,,
0,G2,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",SP,1991,5320000,201706,,,,
"1,000,00",G3,INDÚSTRIAS DE TRANSFORMAÇÃO,PA,1998,7320000,201710,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SP,1998,7320000,201712,,,,
0,G1,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",MG,1998,15320000,201711,,,,
0,G1,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",SC,1997,7320000,201708,,,,
"500,00",G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RN,1993,2320000,201804,,,,
0,G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",GO,1993,500000,201806,,,,
"20,000,00",G3,INDÚSTRIAS DE TRANSFORMAÇÃO,MG,1992,2320000,201709,,,,
0,G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PA,1993,1000000,201708,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,AM,2015,1500000,201803,,,,
0,G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",RJ,2016,2320000,201710,,,,
0,G3,ALOJAMENTO E ALIMENTAÇÃO,PR,1992,1000000,201803,,,,
"500,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,RS,1990,2320000,201805,,,,
"500,00",G4,"TRANSPORTE, ARMAZENAGEM E CORREIO",PI,1993,2320000,201803,,,,
0,G4,CONSTRUÇÃO,RJ,1997,1000000,201711,,,,
0,G2,ALOJAMENTO E ALIMENTAÇÃO,MA,1998,1000000,201711,,,,
"10,000,00",G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,BA,2015,5320000,201802,,,,
"10,000,00",G3,SERVIÇOS DOMÉSTICOS,MS,1991,2320000,201805,,,,
0,G1,SERVIÇOS DOMÉSTICOS,RN,1998,5320000,201801,,,,
0,G3,INDÚSTRIAS DE TRANSFORMAÇÃO,RJ,1996,2320000,201802,,,,
"1,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",TO,2015,1500000,201802,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,TO,1998,15320000,201708,,,,
"10,000,00",G1,ELETRICIDADE E GÁS,RJ,1998,1500000,201706,,,,
"20,000,00",G4,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AP,2015,500000,201802,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",RN,2001,1000000,201802,,,,
0,G5,ALOJAMENTO E ALIMENTAÇÃO,SC,1998,2320000,201804,,,,
"10,000,00",G4,EDUCAÇÃO,TO,1998,7320000,201710,,,,
0,G1,OUTRAS ATIVIDADES DE SERVIÇOS,SC,1998,5320000,201806,,,,
0,G3,OUTRAS ATIVIDADES DE SERVIÇOS,AM,2001,2320000,201711,,,,
0,G2,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,DF,1998,1000000,201709,,,,
"1,000,00",G2,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PR,2016,500000,201711,,,,
0,G2,CONSTRUÇÃO,SE,1998,1000000,201706,,,,
0,G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PB,1998,2320000,201804,,,,
"2,000,00",G5,INFORMAÇÃO E COMUNICAÇÃO,CE,1996,5320000,201712,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PR,2015,500000,201712,,,,
"2,000,00",G3,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,SP,1998,500000,201710,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,AM,2010,7320000,201708,,,,
"500,00",G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RO,1992,500000,201804,,,,
0,G3,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MG,2015,1000000,201706,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PE,1998,500000,201706,,,,
"500,00",G1,EDUCAÇÃO,PI,1997,1500000,201710,,,,
0,G3,EDUCAÇÃO,RN,1987,1000000,201801,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AM,1996,5320000,201801,,,,
0,G1,INFORMAÇÃO E COMUNICAÇÃO,PE,1991,15320000,201801,,,,
"1,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",SC,1998,5320000,201708,,,,
"500,00",G1,OUTRAS ATIVIDADES DE SERVIÇOS,AM,1987,2320000,201801,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,RR,1987,1500000,201803,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PI,1996,1000000,201706,,,,
"20,000,00",G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,PI,1998,7320000,201801,,,,
0,G1,"TRANSPORTE, ARMAZENAGEM E CORREIO",PA,2016,5320000,201706,,,,
0,G1,EDUCAÇÃO,RN,1987,5320000,201712,,,,
"10,000,00",G4,OUTRAS ATIVIDADES DE SERVIÇOS,PI,1991,1500000,201707,,,,
0,G3,OUTRAS ATIVIDADES DE SERVIÇOS,SC,1992,2320000,201806,,,,
"20,000,00",G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,AM,1998,5320000,201801,,,,
0,G1,CONSTRUÇÃO,RJ,1998,1500000,201706,,,,
0,G5,SERVIÇOS DOMÉSTICOS,MG,1992,7320000,201709,,,,
"2,000,00",G2,"TRANSPORTE, ARMAZENAGEM E CORREIO",PR,1998,1000000,201806,,,,
"20,000,00",G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RS,1996,1000000,201804,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AP,1998,1000000,201801,,,,
0,G3,OUTRAS ATIVIDADES DE SERVIÇOS,RR,1998,7320000,201805,,,,
"20,000,00",G5,EDUCAÇÃO,MG,1998,2320000,201707,,,,
0,G1,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MA,1992,1000000,201709,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,TO,1998,500000,201806,,,,
"2,000,00",G3,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,AC,1992,5320000,201804,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,RJ,2015,2320000,201711,,,,
"1,000,00",G1,OUTRAS ATIVIDADES DE SERVIÇOS,AP,1990,2320000,201711,,,,
0,G4,INDÚSTRIAS DE TRANSFORMAÇÃO,AP,1997,15320000,201711,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,ES,2015,2320000,201707,,,,
0,G5,SAÚDE HUMANA E SERVIÇOS SOCIAIS,AM,1998,1000000,201805,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PR,1998,7320000,201711,,,,
0,G1,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PA,1998,2320000,201710,,,,
0,G1,CONSTRUÇÃO,CE,1996,5320000,201711,,,,
0,G4,ELETRICIDADE E GÁS,AL,2016,2320000,201802,,,,
"1,000,00",G4,"TRANSPORTE, ARMAZENAGEM E CORREIO",MT,2015,2320000,201802,,,,
0,G1,EDUCAÇÃO,AL,1998,1500000,201711,,,,
0,G2,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",AP,2015,2320000,201711,,,,
0,G5,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",AC,1996,7320000,201712,,,,
0,G2,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MT,1998,5320000,201803,,,,
0,G5,INDÚSTRIAS EXTRATIVAS,PI,1998,2320000,201706,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,DF,2015,500000,201709,,,,
0,G5,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",RR,2016,2320000,201803,,,,
"2,000,00",G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",PB,2010,5320000,201709,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PA,2015,1000000,201712,,,,
0,G3,INDÚSTRIAS EXTRATIVAS,PE,1991,1000000,201706,,,,
0,G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AM,1993,15320000,201706,,,,
0,G1,INDÚSTRIAS EXTRATIVAS,SP,1998,2320000,201710,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",AM,1998,7320000,201802,,,,
0,G3,SERVIÇOS DOMÉSTICOS,DF,1987,2320000,201707,,,,
0,G5,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",RN,1993,500000,201708,,,,
0,G3,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",SP,1997,5320000,201711,,,,
"1,000,00",G3,INFORMAÇÃO E COMUNICAÇÃO,PI,1992,2320000,201804,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,GO,1991,5320000,201802,,,,
0,G5,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",MT,1990,500000,201804,,,,
"20,000,00",G5,SERVIÇOS DOMÉSTICOS,MT,1998,5320000,201710,,,,
"20,000,00",G5,INDÚSTRIAS DE TRANSFORMAÇÃO,RR,1996,15320000,201712,,,,
"10,000,00",G5,CONSTRUÇÃO,DF,2001,15320000,201803,,,,
0,G4,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,MS,1997,2320000,201801,,,,
"2,000,00",G3,EDUCAÇÃO,RS,1997,1500000,201710,,,,
0,G2,CONSTRUÇÃO,AC,1998,500000,201806,,,,
0,G1,SAÚDE HUMANA E SERVIÇOS SOCIAIS,RJ,1998,500000,201708,,,,
"500,00",G2,CONSTRUÇÃO,RN,1993,5320000,201708,,,,
"20,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MT,1996,2320000,201802,,,,
"2,000,00",G5,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,TO,1998,500000,201801,,,,
0,G1,CONSTRUÇÃO,BA,2001,2320000,201802,,,,
"500,00",G5,"TRANSPORTE, ARMAZENAGEM E CORREIO",TO,1991,5320000,201805,,,,
0,G5,ELETRICIDADE E GÁS,RS,1987,2320000,201802,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,PB,1998,2320000,201806,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,CE,1992,2320000,201707,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SE,1998,500000,201804,,,,
0,G5,ATIVIDADES IMOBILIÁRIAS,TO,2010,1000000,201805,,,,
"2,000,00",G1,ELETRICIDADE E GÁS,PB,1998,500000,201805,,,,
0,G3,SAÚDE HUMANA E SERVIÇOS SOCIAIS,MS,2016,2320000,201803,,,,
"500,00",G2,INDÚSTRIAS EXTRATIVAS,MT,1997,5320000,201803,,,,
"20,000,00",G3,SERVIÇOS DOMÉSTICOS,RN,1998,1500000,201708,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,RR,1998,500000,201802,,,,
0,G3,"TRANSPORTE, ARMAZENAGEM E CORREIO",RN,1998,1000000,201708,,,,
0,G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",RJ,2015,2320000,201802,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PE,1992,5320000,201806,,,,
0,G3,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",RS,2001,15320000,201709,,,,
0,G5,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,CE,1996,5320000,201708,,,,
0,G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",PE,1997,2320000,201804,,,,
0,G2,OUTRAS ATIVIDADES DE SERVIÇOS,RJ,2016,2320000,201712,,,,
"1,000,00",G2,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",PI,2010,2320000,201707,,,,
0,G2,INFORMAÇÃO E COMUNICAÇÃO,BA,2001,7320000,201708,,,,
0,G4,SERVIÇOS DOMÉSTICOS,MG,2015,5320000,201806,,,,
"20,000,00",G3,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",MS,1997,2320000,201806,,,,
"500,00",G1,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",AL,2016,1500000,201803,,,,
0,G1,ALOJAMENTO E ALIMENTAÇÃO,AC,1998,500000,201806,,,,
"1,000,00",G5,EDUCAÇÃO,ES,1996,1500000,201708,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,BA,1997,2320000,201710,,,,
"10,000,00",G1,INDÚSTRIAS EXTRATIVAS,MA,1998,5320000,201805,,,,
0,G2,INDÚSTRIAS DE TRANSFORMAÇÃO,AP,1998,2320000,201707,,,,
"20,000,00",G5,OUTRAS ATIVIDADES DE SERVIÇOS,SP,1996,15320000,201803,,,,
0,G2,INDÚSTRIAS EXTRATIVAS,RJ,1998,1000000,201801,,,,
"10,000,00",G3,INDÚSTRIAS EXTRATIVAS,RJ,1998,500000,201802,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,AC,1998,15320000,201709,,,,
0,G1,EDUCAÇÃO,PI,1993,500000,201802,,,,
0,G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",ES,2010,5320000,201709,,,,
0,G3,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",PI,1987,2320000,201710,,,,
0,G4,OUTRAS ATIVIDADES DE SERVIÇOS,DF,1996,5320000,201805,,,,
"20,000,00",G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,MG,1998,7320000,201711,,,,
"1,000,00",G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",AP,1998,1000000,201805,,,,
0,G3,ATIVIDADES IMOBILIÁRIAS,AC,2010,5320000,201806,,,,
"500,00",G2,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SC,1998,1000000,201804,,,,
0,G4,INFORMAÇÃO E COMUNICAÇÃO,GO,1997,1000000,201804,,,,
0,G3,EDUCAÇÃO,SP,1997,15320000,201711,,,,
0,G1,INDÚSTRIAS DE TRANSFORMAÇÃO,GO,1996,7320000,201711,,,,
"10,000,00",G1,INDÚSTRIAS DE TRANSFORMAÇÃO,TO,1998,2320000,201709,,,,
0,G4,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",RN,1990,5320000,201711,,,,
0,G4,SAÚDE HUMANA E SERVIÇOS SOCIAIS,PE,1998,500000,201712,,,,
0,G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RR,1987,7320000,201707,,,,
0,G2,SERVIÇOS DOMÉSTICOS,MS,2001,2320000,201706,,,,
0,G4,ALOJAMENTO E ALIMENTAÇÃO,RR,1991,2320000,201711,,,,
"500,00",G4,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,RN,1997,5320000,201803,,,,
0,G1,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,MS,1987,2320000,201707,,,,
0,G1,ATIVIDADES IMOBILIÁRIAS,PI,2001,5320000,201712,,,,
"10,000,00",G4,SERVIÇOS DOMÉSTICOS,MT,1998,7320000,201804,,,,
"500,00",G1,CONSTRUÇÃO,PI,2016,500000,201711,,,,
0,G5,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",SP,1998,7320000,201711,,,,
"2,000,00",G5,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",CE,1997,2320000,201706,,,,
"500,00",G1,ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,PB,1991,5320000,201805,,,,
